,Dataset,Method,Metric,Patient,Performance
8736,S-8,Clustering,Recall,36,0.6909090909090909
8737,S-8,Clustering,Precision,36,0.7916666665017361
8738,S-8,Clustering,Accuracy,36,0.7890625
8739,S-8,Clustering,Recall,37,0.7222222222222222
8740,S-8,Clustering,Precision,37,0.8478260867722117
8741,S-8,Clustering,Accuracy,37,0.828125
8742,S-8,Clustering,Recall,38,0.7209302325581395
8743,S-8,Clustering,Precision,38,0.7209302323904814
8744,S-8,Clustering,Accuracy,38,0.8125
8745,S-8,Clustering,Recall,39,0.8484848484848485
8746,S-8,Clustering,Precision,39,0.6222222220839506
8747,S-8,Clustering,Accuracy,39,0.828125
8748,S-8,Clustering,Recall,40,0.8285714285714286
8749,S-8,Clustering,Precision,40,0.6444444443012346
8750,S-8,Clustering,Accuracy,40,0.828125
8751,S-8,Clustering,Recall,41,0.7073170731707317
8752,S-8,Clustering,Precision,41,0.6744186044943212
8753,S-8,Clustering,Accuracy,41,0.796875
8754,S-8,Clustering,Recall,42,0.5454545454545454
8755,S-8,Clustering,Precision,42,0.47058823520184545
8756,S-8,Clustering,Accuracy,42,0.6328125
8757,S-8,Clustering,Recall,43,0.6721311475409836
8758,S-8,Clustering,Precision,43,0.9111111109086419
8759,S-8,Clustering,Accuracy,43,0.8125
8760,S-8,Clustering,Recall,44,0.7058823529411765
8761,S-8,Clustering,Precision,44,0.7999999998222223
8762,S-8,Clustering,Accuracy,44,0.8125
8763,S-8,Clustering,Recall,45,0.717391304347826
8764,S-8,Clustering,Precision,45,0.7333333331703703
8765,S-8,Clustering,Accuracy,45,0.8046875
8766,S-8,Clustering,Recall,46,0.8571428571428571
8767,S-8,Clustering,Precision,46,0.7826086954820416
8768,S-8,Clustering,Accuracy,46,0.875
8769,S-8,Clustering,Recall,47,0.6923076923076923
8770,S-8,Clustering,Precision,47,0.5999999998666666
8771,S-8,Clustering,Accuracy,47,0.765625
8772,S-8,Clustering,Recall,48,0.8857142857142857
8773,S-8,Clustering,Precision,48,0.6888888887358025
8774,S-8,Clustering,Accuracy,48,0.859375
8775,S-8,Clustering,Recall,49,0.7446808510638298
8776,S-8,Clustering,Precision,49,0.8139534881828014
8777,S-8,Clustering,Accuracy,49,0.84375
8778,S-8,Clustering,Recall,50,0.7454545454545455
8779,S-8,Clustering,Precision,50,0.8541666664887153
8780,S-8,Clustering,Accuracy,50,0.8359375
8781,S-8,Clustering,Recall,51,0.6575342465753424
8782,S-8,Clustering,Precision,51,0.9999999997916666
8783,S-8,Clustering,Accuracy,51,0.8046875
8784,S-8,Clustering,Recall,52,0.8928571428571429
8785,S-8,Clustering,Precision,52,0.5555555554320988
8786,S-8,Clustering,Accuracy,52,0.8203125
8787,S-8,Clustering,Recall,53,0.9565217391304348
8788,S-8,Clustering,Precision,53,0.4888888887802469
8789,S-8,Clustering,Accuracy,53,0.8125
8790,S-8,Clustering,Recall,54,0.8695652173913043
8791,S-8,Clustering,Precision,54,0.444444444345679
8792,S-8,Clustering,Accuracy,54,0.78125
8793,S-8,Clustering,Recall,55,0.8113207547169812
8794,S-8,Clustering,Precision,55,0.9148936168266184
8795,S-8,Clustering,Accuracy,55,0.890625
8796,S-8,Clustering,Recall,56,0.6888888888888889
8797,S-8,Clustering,Precision,56,0.6888888887358025
8798,S-8,Clustering,Accuracy,56,0.78125
8799,S-8,Clustering,Recall,57,0.75
8800,S-8,Clustering,Precision,57,0.7999999998222223
8801,S-8,Clustering,Accuracy,57,0.8359375
8802,S-8,Clustering,Recall,58,0.6349206349206349
8803,S-8,Clustering,Precision,58,0.8510638296061566
8804,S-8,Clustering,Accuracy,58,0.765625
8805,S-8,Clustering,Recall,59,0.6666666666666666
8806,S-8,Clustering,Precision,59,0.7346938774010828
8807,S-8,Clustering,Accuracy,59,0.7578125
8808,S-8,Clustering,Recall,60,0.7313432835820896
8809,S-8,Clustering,Precision,60,0.9423076921264792
8810,S-8,Clustering,Accuracy,60,0.8359375
8811,S-8,Clustering,Recall,61,0.7105263157894737
8812,S-8,Clustering,Precision,61,0.5869565216115312
8813,S-8,Clustering,Accuracy,61,0.765625
8814,S-8,Clustering,Recall,62,0.5909090909090909
8815,S-8,Clustering,Precision,62,0.8124999998307292
8816,S-8,Clustering,Accuracy,62,0.71875
8817,S-8,Clustering,Recall,63,0.6833333333333333
8818,S-8,Clustering,Precision,63,0.8541666664887153
8819,S-8,Clustering,Accuracy,63,0.796875
8820,S-8,Clustering,Recall,64,0.7
8821,S-8,Clustering,Precision,64,0.5185185184224965
8822,S-8,Clustering,Accuracy,64,0.703125
8823,S-8,Clustering,Recall,65,0.5671641791044776
8824,S-8,Clustering,Precision,65,0.7755102039233652
8825,S-8,Clustering,Accuracy,65,0.6875
8826,S-8,Clustering,Recall,66,0.6785714285714286
8827,S-8,Clustering,Precision,66,0.7916666665017361
8828,S-8,Clustering,Accuracy,66,0.78125
8829,S-8,Clustering,Recall,67,0.6666666666666666
8830,S-8,Clustering,Precision,67,0.8333333331597222
8831,S-8,Clustering,Accuracy,67,0.78125
8832,S-8,Clustering,Recall,68,0.6341463414634146
8833,S-8,Clustering,Precision,68,0.5777777776493827
8834,S-8,Clustering,Accuracy,68,0.734375
8835,S-8,Clustering,Recall,69,0.7083333333333334
8836,S-8,Clustering,Precision,69,0.6938775508788005
8837,S-8,Clustering,Accuracy,69,0.7734375
8838,S-8,Clustering,Recall,70,0.6808510638297872
8839,S-8,Clustering,Precision,70,0.639999999872
8840,S-8,Clustering,Accuracy,70,0.7421875
8841,S-8,Clustering,Recall,71,0.6060606060606061
8842,S-8,Clustering,Precision,71,0.888888888691358
8843,S-8,Clustering,Accuracy,71,0.7578125
8844,S-8,Clustering,Recall,72,0.647887323943662
8845,S-8,Clustering,Precision,72,0.9999999997826087
8846,S-8,Clustering,Accuracy,72,0.8046875
8847,S-8,Clustering,Recall,73,0.7317073170731707
8848,S-8,Clustering,Precision,73,0.6666666665185185
8849,S-8,Clustering,Accuracy,73,0.796875
8850,S-8,Clustering,Recall,74,0.6470588235294118
8851,S-8,Clustering,Precision,74,0.7333333331703703
8852,S-8,Clustering,Accuracy,74,0.765625
8853,S-8,Clustering,Recall,75,0.7674418604651163
8854,S-8,Clustering,Precision,75,0.6346153844933432
8855,S-8,Clustering,Accuracy,75,0.7734375
8856,S-8,Clustering,Recall,76,0.5283018867924528
8857,S-8,Clustering,Precision,76,0.559999999888
8858,S-8,Clustering,Accuracy,76,0.6328125
8859,S-8,Clustering,Recall,77,0.7843137254901961
8860,S-8,Clustering,Precision,77,0.888888888691358
8861,S-8,Clustering,Accuracy,77,0.875
8862,S-8,Clustering,Recall,78,0.5932203389830508
8863,S-8,Clustering,Precision,78,0.7142857141399417
8864,S-8,Clustering,Accuracy,78,0.703125
8865,S-8,Clustering,Recall,79,0.6428571428571429
8866,S-8,Clustering,Precision,79,0.7999999998222223
8867,S-8,Clustering,Accuracy,79,0.7734375
8868,S-8,Clustering,Recall,80,0.7058823529411765
8869,S-8,Clustering,Precision,80,0.7058823528027681
8870,S-8,Clustering,Accuracy,80,0.765625
8871,S-8,Clustering,Recall,81,0.7017543859649122
8872,S-8,Clustering,Precision,81,0.9090909088842976
8873,S-8,Clustering,Accuracy,81,0.8359375
8874,S-8,Clustering,Recall,82,0.6349206349206349
8875,S-8,Clustering,Precision,82,0.888888888691358
8876,S-8,Clustering,Accuracy,82,0.78125
8877,S-8,Clustering,Recall,83,0.6470588235294118
8878,S-8,Clustering,Precision,83,0.659999999868
8879,S-8,Clustering,Accuracy,83,0.7265625
8880,S-8,Clustering,Recall,84,0.7560975609756098
8881,S-8,Clustering,Precision,84,0.6888888887358025
8882,S-8,Clustering,Accuracy,84,0.8125
8883,S-8,Clustering,Recall,85,0.8809523809523809
8884,S-8,Clustering,Precision,85,0.7115384614016272
8885,S-8,Clustering,Accuracy,85,0.84375
8886,S-8,Clustering,Recall,86,0.5636363636363636
8887,S-8,Clustering,Precision,86,0.6326530610953769
8888,S-8,Clustering,Accuracy,86,0.671875
8889,S-8,Clustering,Recall,87,0.7115384615384616
8890,S-8,Clustering,Precision,87,0.8222222220395061
8891,S-8,Clustering,Accuracy,87,0.8203125
8892,S-8,Clustering,Recall,88,0.640625
8893,S-8,Clustering,Precision,88,0.9111111109086419
8894,S-8,Clustering,Accuracy,88,0.7890625
8895,S-8,Clustering,Recall,89,0.7321428571428571
8896,S-8,Clustering,Precision,89,0.8723404253463105
8897,S-8,Clustering,Accuracy,89,0.8359375
8898,S-8,Clustering,Recall,90,0.7878787878787878
8899,S-8,Clustering,Precision,90,0.5777777776493827
8900,S-8,Clustering,Accuracy,90,0.796875
8901,S-8,Clustering,Recall,91,0.75
8902,S-8,Clustering,Precision,91,0.85714285696793
8903,S-8,Clustering,Accuracy,91,0.8359375
8904,S-8,Clustering,Recall,92,0.7719298245614035
8905,S-8,Clustering,Precision,92,0.879999999824
8906,S-8,Clustering,Accuracy,92,0.8515625
8907,S-8,Clustering,Recall,93,0.6491228070175439
8908,S-8,Clustering,Precision,93,0.8222222220395061
8909,S-8,Clustering,Accuracy,93,0.78125
8910,S-8,Clustering,Recall,94,0.7708333333333334
8911,S-8,Clustering,Precision,94,0.8222222220395061
8912,S-8,Clustering,Accuracy,94,0.8515625
8913,S-8,Clustering,Recall,95,0.7301587301587301
8914,S-8,Clustering,Precision,95,0.9019607841368704
8915,S-8,Clustering,Accuracy,95,0.828125
8916,S-8,Clustering,Recall,96,0.7777777777777778
8917,S-8,Clustering,Precision,96,0.7777777776049383
8918,S-8,Clustering,Accuracy,96,0.84375
8919,S-8,Clustering,Recall,97,0.6595744680851063
8920,S-8,Clustering,Precision,97,0.6326530610953769
8921,S-8,Clustering,Accuracy,97,0.734375
8922,S-8,Clustering,Recall,98,0.7
8923,S-8,Clustering,Precision,98,0.7142857141399417
8924,S-8,Clustering,Accuracy,98,0.7734375
8925,S-8,Clustering,Recall,99,0.5689655172413793
8926,S-8,Clustering,Precision,99,0.7333333331703703
8927,S-8,Clustering,Accuracy,99,0.7109375
8928,S-8,Clustering,Recall,100,0.5147058823529411
8929,S-8,Clustering,Precision,100,0.7954545452737604
8930,S-8,Clustering,Accuracy,100,0.671875
8931,S-8,Clustering,Recall,101,0.723404255319149
8932,S-8,Clustering,Precision,101,0.7555555553876543
8933,S-8,Clustering,Accuracy,101,0.8125
8934,S-8,Clustering,Recall,102,0.7288135593220338
8935,S-8,Clustering,Precision,102,0.9555555553432099
8936,S-8,Clustering,Accuracy,102,0.859375
8937,S-8,Clustering,Recall,103,0.6231884057971014
8938,S-8,Clustering,Precision,103,0.9555555553432099
8939,S-8,Clustering,Accuracy,103,0.78125
8940,S-8,Clustering,Recall,104,0.6808510638297872
8941,S-8,Clustering,Precision,104,0.6530612243565181
8942,S-8,Clustering,Accuracy,104,0.75
8943,S-8,Clustering,Recall,105,0.7777777777777778
8944,S-8,Clustering,Precision,105,0.7777777776049383
8945,S-8,Clustering,Accuracy,105,0.84375
8946,S-8,Clustering,Recall,106,0.7
8947,S-8,Clustering,Precision,106,0.9333333331259259
8948,S-8,Clustering,Accuracy,106,0.8359375
8949,V-10,Clustering,Recall,0,0.6551724137931034
8950,V-10,Clustering,Precision,0,0.6666666665497076
8951,V-10,Clustering,Accuracy,0,0.7153284671532847
8952,V-10,Clustering,Recall,1,0.7333333333333333
8953,V-10,Clustering,Precision,1,0.659999999868
8954,V-10,Clustering,Accuracy,1,0.7883211678832117
8955,V-10,Clustering,Recall,2,0.6935483870967742
8956,V-10,Clustering,Precision,2,0.781818181676033
8957,V-10,Clustering,Accuracy,2,0.7737226277372262
8958,V-10,Clustering,Recall,3,0.7777777777777778
8959,V-10,Clustering,Precision,3,0.5714285713119533
8960,V-10,Clustering,Accuracy,3,0.7883211678832116
8961,V-10,Clustering,Recall,4,0.74
8962,V-10,Clustering,Precision,4,0.7115384614016272
8963,V-10,Clustering,Accuracy,4,0.7956204379562044
8964,V-10,Clustering,Recall,5,0.9615384615384616
8965,V-10,Clustering,Precision,5,0.5102040815285298
8966,V-10,Clustering,Accuracy,5,0.8175182481751825
8967,V-10,Clustering,Recall,6,0.6964285714285714
8968,V-10,Clustering,Precision,6,0.7959183671845065
8969,V-10,Clustering,Accuracy,6,0.8029197080291971
8970,V-10,Clustering,Recall,7,0.7727272727272727
8971,V-10,Clustering,Precision,7,0.5964912279655279
8972,V-10,Clustering,Accuracy,7,0.759124087591241
8973,V-10,Clustering,Recall,8,0.6307692307692307
8974,V-10,Clustering,Precision,8,0.8723404253463105
8975,V-10,Clustering,Accuracy,8,0.781021897810219
8976,V-10,Clustering,Recall,9,0.7272727272727273
8977,V-10,Clustering,Precision,9,0.6956521737618148
8978,V-10,Clustering,Accuracy,9,0.8102189781021898
8979,V-10,Clustering,Recall,10,0.6338028169014085
8980,V-10,Clustering,Precision,10,0.8653846152181952
8981,V-10,Clustering,Accuracy,10,0.7591240875912408
8982,V-10,Clustering,Recall,11,0.6851851851851852
8983,V-10,Clustering,Precision,11,0.7551020406622241
8984,V-10,Clustering,Accuracy,11,0.7883211678832117
8985,V-10,Clustering,Recall,12,0.5384615384615384
8986,V-10,Clustering,Precision,12,0.979999999804
8987,V-10,Clustering,Accuracy,12,0.6861313868613139
8988,V-10,Clustering,Recall,13,0.6607142857142857
8989,V-10,Clustering,Precision,13,0.7115384614016272
8990,V-10,Clustering,Accuracy,13,0.7518248175182483
8991,V-10,Clustering,Recall,14,0.7272727272727273
8992,V-10,Clustering,Precision,14,0.8163265304456476
8993,V-10,Clustering,Accuracy,14,0.8248175182481752
8994,V-10,Clustering,Recall,15,0.5862068965517241
8995,V-10,Clustering,Precision,15,0.6181818180694215
8996,V-10,Clustering,Accuracy,15,0.6715328467153284
8997,V-10,Clustering,Recall,16,0.8245614035087719
8998,V-10,Clustering,Precision,16,0.8392857141358419
8999,V-10,Clustering,Accuracy,16,0.8613138686131387
9000,V-10,Clustering,Recall,17,0.6229508196721312
9001,V-10,Clustering,Precision,17,0.826086956342155
9002,V-10,Clustering,Accuracy,17,0.7737226277372262
9003,V-10,Clustering,Recall,18,0.625
9004,V-10,Clustering,Precision,18,0.744680850905387
9005,V-10,Clustering,Accuracy,18,0.759124087591241
9006,V-10,Clustering,Recall,19,0.6060606060606061
9007,V-10,Clustering,Precision,19,0.7692307690828403
9008,V-10,Clustering,Accuracy,19,0.7226277372262773
9009,V-10,Clustering,Recall,20,0.717391304347826
9010,V-10,Clustering,Precision,20,0.7333333331703703
9011,V-10,Clustering,Accuracy,20,0.8175182481751825
9012,V-10,Clustering,Recall,21,0.5423728813559322
9013,V-10,Clustering,Precision,21,0.6808510636849253
9014,V-10,Clustering,Accuracy,21,0.6934306569343065
9015,V-10,Clustering,Recall,22,0.7
9016,V-10,Clustering,Precision,22,0.7499999998660715
9017,V-10,Clustering,Accuracy,22,0.7664233576642336
9018,V-10,Clustering,Recall,23,0.696969696969697
9019,V-10,Clustering,Precision,23,0.8214285712818877
9020,V-10,Clustering,Accuracy,23,0.781021897810219
9021,V-10,Clustering,Recall,24,0.8529411764705882
9022,V-10,Clustering,Precision,24,0.6304347824716446
9023,V-10,Clustering,Accuracy,24,0.8394160583941606
9024,V-10,Clustering,Recall,25,0.6041666666666666
9025,V-10,Clustering,Precision,25,0.5686274508688965
9026,V-10,Clustering,Accuracy,25,0.7007299270072993
9027,V-10,Clustering,Recall,26,0.7906976744186046
9028,V-10,Clustering,Precision,26,0.6938775508788005
9029,V-10,Clustering,Accuracy,26,0.8248175182481752
9030,V-10,Clustering,Recall,27,0.509090909090909
9031,V-10,Clustering,Precision,27,0.5283018866927732
9032,V-10,Clustering,Accuracy,27,0.6204379562043796
9033,V-10,Clustering,Recall,28,0.6875
9034,V-10,Clustering,Precision,28,0.8148148146639231
9035,V-10,Clustering,Accuracy,28,0.781021897810219
9036,V-10,Clustering,Recall,29,0.6739130434782609
9037,V-10,Clustering,Precision,29,0.607843137135717
9038,V-10,Clustering,Accuracy,29,0.7445255474452555
9039,V-10,Clustering,Recall,30,0.7735849056603774
9040,V-10,Clustering,Precision,30,0.7454545453190082
9041,V-10,Clustering,Accuracy,30,0.8102189781021898
9042,V-10,Clustering,Recall,31,0.6521739130434783
9043,V-10,Clustering,Precision,31,0.6382978722046174
9044,V-10,Clustering,Accuracy,31,0.7591240875912408
9045,V-10,Clustering,Recall,32,0.6346153846153846
9046,V-10,Clustering,Precision,32,0.659999999868
9047,V-10,Clustering,Accuracy,32,0.7372262773722628
9048,V-10,Clustering,Recall,33,0.7608695652173914
9049,V-10,Clustering,Precision,33,0.6999999998599999
9050,V-10,Clustering,Accuracy,33,0.8102189781021898
9051,V-10,Clustering,Recall,34,0.5967741935483871
9052,V-10,Clustering,Precision,34,0.7115384614016272
9053,V-10,Clustering,Accuracy,34,0.708029197080292
9054,V-10,Clustering,Recall,35,0.7307692307692307
9055,V-10,Clustering,Precision,35,0.6551724136801427
9056,V-10,Clustering,Accuracy,35,0.7518248175182481
9057,V-10,Clustering,Recall,36,0.72
9058,V-10,Clustering,Precision,36,0.7199999998559999
9059,V-10,Clustering,Accuracy,36,0.7956204379562044
9060,V-10,Clustering,Recall,37,0.6779661016949152
9061,V-10,Clustering,Precision,37,0.7142857141581632
9062,V-10,Clustering,Accuracy,37,0.7445255474452555
9063,V-10,Clustering,Recall,38,0.7647058823529411
9064,V-10,Clustering,Precision,38,0.6964285713042092
9065,V-10,Clustering,Accuracy,38,0.7883211678832117
9066,V-10,Clustering,Recall,39,0.47674418604651164
9067,V-10,Clustering,Precision,39,0.931818181606405
9068,V-10,Clustering,Accuracy,39,0.6496350364963503
9069,V-10,Clustering,Recall,40,0.7567567567567568
9070,V-10,Clustering,Precision,40,0.49999999991071425
9071,V-10,Clustering,Accuracy,40,0.7299270072992701
9072,V-10,Clustering,Recall,41,0.6964285714285714
9073,V-10,Clustering,Precision,41,0.7499999998557693
9074,V-10,Clustering,Accuracy,41,0.781021897810219
9075,V-10,Clustering,Recall,42,0.4074074074074074
9076,V-10,Clustering,Precision,42,0.47826086946124763
9077,V-10,Clustering,Accuracy,42,0.5912408759124087
9078,V-10,Clustering,Recall,43,0.582089552238806
9079,V-10,Clustering,Precision,43,0.779999999844
9080,V-10,Clustering,Accuracy,43,0.7153284671532847
9081,V-10,Clustering,Recall,44,0.5764705882352941
9082,V-10,Clustering,Precision,44,0.8909090907471074
9083,V-10,Clustering,Accuracy,44,0.6934306569343065
9084,V-10,Clustering,Recall,45,0.7586206896551724
9085,V-10,Clustering,Precision,45,0.7857142855739796
9086,V-10,Clustering,Accuracy,45,0.8102189781021898
9087,V-10,Clustering,Recall,46,0.5679012345679012
9088,V-10,Clustering,Precision,46,0.9583333331336805
9089,V-10,Clustering,Accuracy,46,0.7299270072992701
9090,V-10,Clustering,Recall,47,0.6268656716417911
9091,V-10,Clustering,Precision,47,0.8076923075369823
9092,V-10,Clustering,Accuracy,47,0.7445255474452555
9093,V-10,Clustering,Recall,48,0.6774193548387096
9094,V-10,Clustering,Precision,48,0.7777777776337449
9095,V-10,Clustering,Accuracy,48,0.7664233576642336
9096,V-10,Clustering,Recall,49,0.7222222222222222
9097,V-10,Clustering,Precision,49,0.779999999844
9098,V-10,Clustering,Accuracy,49,0.8102189781021898
9099,V-10,Clustering,Recall,50,0.6779661016949152
9100,V-10,Clustering,Precision,50,0.754716980989676
9101,V-10,Clustering,Accuracy,50,0.7664233576642335
9102,V-10,Clustering,Recall,51,0.7608695652173914
9103,V-10,Clustering,Precision,51,0.744680850905387
9104,V-10,Clustering,Accuracy,51,0.8321167883211679
9105,V-10,Clustering,Recall,52,0.684931506849315
9106,V-10,Clustering,Precision,52,0.9090909089256198
9107,V-10,Clustering,Accuracy,52,0.7956204379562044
9108,V-10,Clustering,Recall,53,0.5757575757575758
9109,V-10,Clustering,Precision,53,0.8636363634400827
9110,V-10,Clustering,Accuracy,53,0.7518248175182481
9111,V-10,Clustering,Recall,54,0.6363636363636364
9112,V-10,Clustering,Precision,54,0.7608695650519849
9113,V-10,Clustering,Accuracy,54,0.7737226277372263
9114,V-10,Clustering,Recall,55,0.6590909090909091
9115,V-10,Clustering,Precision,55,0.6744186044943212
9116,V-10,Clustering,Accuracy,55,0.7883211678832116
9117,V-10,Clustering,Recall,56,0.6190476190476191
9118,V-10,Clustering,Precision,56,0.49056603764328943
9119,V-10,Clustering,Accuracy,56,0.6861313868613139
9120,V-10,Clustering,Recall,57,0.5970149253731343
9121,V-10,Clustering,Precision,57,0.8695652172022684
9122,V-10,Clustering,Accuracy,57,0.7591240875912408
9123,V-10,Clustering,Recall,58,0.7954545454545454
9124,V-10,Clustering,Precision,58,0.6363636362479339
9125,V-10,Clustering,Accuracy,58,0.7883211678832117
9126,V-10,Clustering,Recall,59,0.7
9127,V-10,Clustering,Precision,59,0.839999999832
9128,V-10,Clustering,Accuracy,59,0.8102189781021898
9129,V-10,Clustering,Recall,60,0.7166666666666667
9130,V-10,Clustering,Precision,60,0.796296296148834
9131,V-10,Clustering,Accuracy,60,0.7956204379562044
9132,V-10,Clustering,Recall,61,0.7049180327868853
9133,V-10,Clustering,Precision,61,0.796296296148834
9134,V-10,Clustering,Accuracy,61,0.7883211678832116
9135,V-10,Clustering,Recall,62,0.71875
9136,V-10,Clustering,Precision,62,0.79310344813912
9137,V-10,Clustering,Accuracy,62,0.781021897810219
9138,V-10,Clustering,Recall,63,0.6176470588235294
9139,V-10,Clustering,Precision,63,0.9333333331259259
9140,V-10,Clustering,Accuracy,63,0.7883211678832117
9141,V-10,Clustering,Recall,64,0.7894736842105263
9142,V-10,Clustering,Precision,64,0.8181818180330578
9143,V-10,Clustering,Accuracy,64,0.8394160583941606
9144,V-10,Clustering,Recall,65,0.7755102040816326
9145,V-10,Clustering,Precision,65,0.7037037035733882
9146,V-10,Clustering,Accuracy,65,0.8029197080291971
9147,V-10,Clustering,Recall,66,0.5609756097560976
9148,V-10,Clustering,Precision,66,0.8846153844452662
9149,V-10,Clustering,Accuracy,66,0.6934306569343065
9150,V-10,Clustering,Recall,67,0.7959183673469388
9151,V-10,Clustering,Precision,67,0.6842105261957525
9152,V-10,Clustering,Accuracy,67,0.7956204379562044
9153,V-10,Clustering,Recall,68,0.5344827586206896
9154,V-10,Clustering,Precision,68,0.6326530610953769
9155,V-10,Clustering,Accuracy,68,0.6715328467153285
9156,V-10,Clustering,Recall,69,0.7446808510638298
9157,V-10,Clustering,Precision,69,0.6730769229474852
9158,V-10,Clustering,Accuracy,69,0.7883211678832117
9159,V-10,Clustering,Recall,70,0.6612903225806451
9160,V-10,Clustering,Precision,70,0.7454545453190082
9161,V-10,Clustering,Accuracy,70,0.7445255474452555
9162,V-10,Clustering,Recall,71,0.7222222222222222
9163,V-10,Clustering,Precision,71,0.7090909089619835
9164,V-10,Clustering,Accuracy,71,0.7737226277372262
9165,V-10,Clustering,Recall,72,0.6190476190476191
9166,V-10,Clustering,Precision,72,0.7647058822029988
9167,V-10,Clustering,Accuracy,72,0.7372262773722628
9168,V-10,Clustering,Recall,73,0.5945945945945946
9169,V-10,Clustering,Precision,73,0.8979591834902124
9170,V-10,Clustering,Accuracy,73,0.7445255474452555
9171,V-10,Clustering,Recall,74,0.6612903225806451
9172,V-10,Clustering,Precision,74,0.7592592591186557
9173,V-10,Clustering,Accuracy,74,0.7518248175182483
9174,V-10,Clustering,Recall,75,0.6164383561643836
9175,V-10,Clustering,Precision,75,0.8490566036133855
9176,V-10,Clustering,Accuracy,75,0.7372262773722628
9177,V-10,Clustering,Recall,76,0.6268656716417911
9178,V-10,Clustering,Precision,76,0.8936170210864645
9179,V-10,Clustering,Accuracy,76,0.781021897810219
9180,V-10,Clustering,Recall,77,0.5185185185185185
9181,V-10,Clustering,Precision,77,0.5957446807243096
9182,V-10,Clustering,Accuracy,77,0.6715328467153284
9183,V-10,Clustering,Recall,78,0.7450980392156863
9184,V-10,Clustering,Precision,78,0.6551724136801427
9185,V-10,Clustering,Accuracy,78,0.7591240875912408
9186,V-10,Clustering,Recall,79,0.6
9187,V-10,Clustering,Precision,79,0.89999999982
9188,V-10,Clustering,Accuracy,79,0.7445255474452555
9189,V-10,Clustering,Recall,80,0.6811594202898551
9190,V-10,Clustering,Precision,80,0.8545454543900827
9191,V-10,Clustering,Accuracy,80,0.781021897810219
9192,V-10,Clustering,Recall,81,0.8
9193,V-10,Clustering,Precision,81,0.7692307690828403
9194,V-10,Clustering,Accuracy,81,0.8394160583941606
9195,V-10,Clustering,Recall,82,0.703125
9196,V-10,Clustering,Precision,82,0.8035714284279336
9197,V-10,Clustering,Accuracy,82,0.781021897810219
9198,V-10,Clustering,Recall,83,0.5757575757575758
9199,V-10,Clustering,Precision,83,0.7307692306286983
9200,V-10,Clustering,Accuracy,83,0.6934306569343065
9201,V-10,Clustering,Recall,84,0.7391304347826086
9202,V-10,Clustering,Precision,84,0.6538461537204142
9203,V-10,Clustering,Accuracy,84,0.781021897810219
9204,V-10,Clustering,Recall,85,0.7213114754098361
9205,V-10,Clustering,Precision,85,0.7719298244259772
9206,V-10,Clustering,Accuracy,85,0.781021897810219
9207,V-10,Clustering,Recall,86,0.6190476190476191
9208,V-10,Clustering,Precision,86,0.7959183671845065
9209,V-10,Clustering,Accuracy,86,0.7518248175182481
9210,V-10,Clustering,Recall,87,0.576271186440678
9211,V-10,Clustering,Precision,87,0.6415094338412246
9212,V-10,Clustering,Accuracy,87,0.6788321167883211
9213,V-10,Clustering,Recall,88,0.7142857142857143
9214,V-10,Clustering,Precision,88,0.8620689653686088
9215,V-10,Clustering,Accuracy,88,0.7956204379562044
9216,V-10,Clustering,Recall,89,0.5789473684210527
9217,V-10,Clustering,Precision,89,0.6734693876176593
9218,V-10,Clustering,Accuracy,89,0.708029197080292
9219,V-10,Clustering,Recall,90,0.7192982456140351
9220,V-10,Clustering,Precision,90,0.8723404253463105
9221,V-10,Clustering,Accuracy,90,0.8394160583941606
9222,V-10,Clustering,Recall,91,0.6176470588235294
9223,V-10,Clustering,Precision,91,0.8749999998177084
9224,V-10,Clustering,Accuracy,91,0.7664233576642336
9225,V-22,Clustering,Recall,0,0.6226415094339622
9226,V-22,Clustering,Precision,0,0.7021276594250792
9227,V-22,Clustering,Accuracy,0,0.7462686567164178
9228,V-22,Clustering,Recall,1,0.8166666666666667
9229,V-22,Clustering,Precision,1,0.830508474435507
9230,V-22,Clustering,Accuracy,1,0.8432835820895522
9231,V-22,Clustering,Recall,2,0.847457627118644
9232,V-22,Clustering,Precision,2,0.8333333331944445
9233,V-22,Clustering,Accuracy,2,0.8582089552238806
9234,V-22,Clustering,Recall,3,0.6825396825396826
9235,V-22,Clustering,Precision,3,0.796296296148834
9236,V-22,Clustering,Accuracy,3,0.7686567164179104
9237,V-22,Clustering,Recall,4,0.7636363636363637
9238,V-22,Clustering,Precision,4,0.8076923075369823
9239,V-22,Clustering,Accuracy,4,0.8283582089552239
9240,V-22,Clustering,Recall,5,0.7936507936507936
9241,V-22,Clustering,Precision,5,0.8333333331944445
9242,V-22,Clustering,Accuracy,5,0.8283582089552239
9243,V-22,Clustering,Recall,6,0.6363636363636364
9244,V-22,Clustering,Precision,6,0.744680850905387
9245,V-22,Clustering,Accuracy,6,0.7611940298507462
9246,V-22,Clustering,Recall,7,0.7
9247,V-22,Clustering,Precision,7,0.8936170210864645
9248,V-22,Clustering,Accuracy,7,0.8283582089552239
9249,V-22,Clustering,Recall,8,0.711864406779661
9250,V-22,Clustering,Precision,8,0.8936170210864645
9251,V-22,Clustering,Accuracy,8,0.835820895522388
9252,V-22,Clustering,Recall,9,0.6842105263157895
9253,V-22,Clustering,Precision,9,0.8666666665222222
9254,V-22,Clustering,Accuracy,9,0.7611940298507462
9255,V-22,Clustering,Recall,10,0.7049180327868853
