,Dataset,Method,Metric,Patient,Performance
2689,V-25,MMSBM,Precision,211,0.8666666665222222
2690,V-25,MMSBM,Accuracy,211,0.7291666666666667
2691,V-25,MMSBM,Recall,762,0.7341772151898734
2692,V-25,MMSBM,Precision,762,0.8656716416618402
2693,V-25,MMSBM,Accuracy,762,0.7291666666666667
2694,V-25,MMSBM,Recall,763,0.6792452830188679
2695,V-25,MMSBM,Precision,763,0.7826086954820416
2696,V-25,MMSBM,Accuracy,763,0.7916666666666666
2697,V-25,MMSBM,Recall,760,0.696969696969697
2698,V-25,MMSBM,Precision,760,0.7796610168170066
2699,V-25,MMSBM,Accuracy,760,0.7291666666666666
2700,V-25,MMSBM,Recall,761,0.796875
2701,V-25,MMSBM,Precision,761,0.822580645028616
2702,V-25,MMSBM,Accuracy,761,0.7569444444444445
2703,V-25,MMSBM,Recall,766,0.7872340425531915
2704,V-25,MMSBM,Precision,766,0.7872340423856948
2705,V-25,MMSBM,Accuracy,766,0.7708333333333334
2706,V-25,MMSBM,Recall,767,0.7636363636363637
2707,V-25,MMSBM,Precision,767,0.85714285696793
2708,V-25,MMSBM,Accuracy,767,0.8194444444444443
2709,V-25,MMSBM,Recall,218,0.8059701492537313
2710,V-25,MMSBM,Precision,218,0.8437499998681641
2711,V-25,MMSBM,Accuracy,218,0.7291666666666666
2712,V-25,MMSBM,Recall,219,0.7321428571428571
2713,V-25,MMSBM,Precision,219,0.8039215684698193
2714,V-25,MMSBM,Accuracy,219,0.7708333333333335
2715,V-25,MMSBM,Recall,289,0.7101449275362319
2716,V-25,MMSBM,Precision,289,0.777777777654321
2717,V-25,MMSBM,Accuracy,289,0.6666666666666666
2718,V-25,MMSBM,Recall,288,0.7017543859649122
2719,V-25,MMSBM,Precision,288,0.7142857141581632
2720,V-25,MMSBM,Accuracy,288,0.6736111111111112
2721,V-25,MMSBM,Recall,4,0.7333333333333333
2722,V-25,MMSBM,Precision,4,0.8870967740504683
2723,V-25,MMSBM,Accuracy,4,0.6458333333333334
2724,V-25,MMSBM,Recall,281,0.7547169811320755
2725,V-25,MMSBM,Precision,281,0.7692307690828403
2726,V-25,MMSBM,Accuracy,281,0.7847222222222222
2727,V-25,MMSBM,Recall,280,0.8
2728,V-25,MMSBM,Precision,280,0.8387096772840791
2729,V-25,MMSBM,Accuracy,280,0.7152777777777778
2730,V-25,MMSBM,Recall,283,0.7971014492753623
2731,V-25,MMSBM,Precision,283,0.7857142856020409
2732,V-25,MMSBM,Accuracy,283,0.7430555555555556
2733,V-25,MMSBM,Recall,282,0.6666666666666666
2734,V-25,MMSBM,Precision,282,0.7037037035733882
2735,V-25,MMSBM,Accuracy,282,0.7013888888888888
2736,V-25,MMSBM,Recall,285,0.5555555555555556
2737,V-25,MMSBM,Precision,285,0.6521739129017013
2738,V-25,MMSBM,Accuracy,285,0.6875000000000001
2739,V-25,MMSBM,Recall,284,0.7368421052631579
2740,V-25,MMSBM,Precision,284,0.7924528300391598
2741,V-25,MMSBM,Accuracy,284,0.7430555555555555
2742,V-25,MMSBM,Recall,287,0.7037037037037037
2743,V-25,MMSBM,Precision,287,0.7450980390695886
2744,V-25,MMSBM,Accuracy,287,0.7638888888888888
2745,V-25,MMSBM,Recall,286,0.8082191780821918
2746,V-25,MMSBM,Precision,286,0.8805970147939408
2747,V-25,MMSBM,Accuracy,286,0.7777777777777777
2748,V-25,MMSBM,Recall,678,0.7741935483870968
2749,V-25,MMSBM,Precision,678,0.842105263010157
2750,V-25,MMSBM,Accuracy,678,0.75
2751,V-25,MMSBM,Recall,679,0.7377049180327869
2752,V-25,MMSBM,Precision,679,0.749999999875
2753,V-25,MMSBM,Accuracy,679,0.6805555555555556
2754,V-25,MMSBM,Recall,674,0.7254901960784313
2755,V-25,MMSBM,Precision,674,0.770833333172743
2756,V-25,MMSBM,Accuracy,674,0.798611111111111
2757,V-25,MMSBM,Recall,675,0.7288135593220338
2758,V-25,MMSBM,Precision,675,0.7288135591985062
2759,V-25,MMSBM,Accuracy,675,0.7152777777777778
2760,V-25,MMSBM,Recall,676,0.7692307692307693
2761,V-25,MMSBM,Precision,676,0.8196721310131685
2762,V-25,MMSBM,Accuracy,676,0.7361111111111112
2763,V-25,MMSBM,Recall,677,0.7313432835820896
2764,V-25,MMSBM,Precision,677,0.7903225805176899
2765,V-25,MMSBM,Accuracy,677,0.6666666666666667
2766,V-25,MMSBM,Recall,670,0.7
2767,V-25,MMSBM,Precision,670,0.6862745096693579
2768,V-25,MMSBM,Accuracy,670,0.7777777777777778
2769,V-25,MMSBM,Recall,671,0.75
2770,V-25,MMSBM,Precision,671,0.7857142855272109
2771,V-25,MMSBM,Accuracy,671,0.8263888888888888
2772,V-25,MMSBM,Recall,672,0.7540983606557377
2773,V-25,MMSBM,Precision,672,0.8214285712818877
2774,V-25,MMSBM,Accuracy,672,0.7916666666666666
2775,V-25,MMSBM,Recall,673,0.765625
2776,V-25,MMSBM,Precision,673,0.7903225805176899
2777,V-25,MMSBM,Accuracy,673,0.7500000000000001
2778,V-25,MMSBM,Recall,263,0.8166666666666667
2779,V-25,MMSBM,Precision,263,0.777777777654321
2780,V-25,MMSBM,Accuracy,263,0.7291666666666666
2781,V-25,MMSBM,Recall,262,0.7105263157894737
2782,V-25,MMSBM,Precision,262,0.89999999985
2783,V-25,MMSBM,Accuracy,262,0.7083333333333334
2784,V-25,MMSBM,Recall,261,0.7727272727272727
2785,V-25,MMSBM,Precision,261,0.8360655736334318
2786,V-25,MMSBM,Accuracy,261,0.763888888888889
2787,V-25,MMSBM,Recall,260,0.873015873015873
2788,V-25,MMSBM,Precision,260,0.8461538460236687
2789,V-25,MMSBM,Accuracy,260,0.7847222222222222
2790,V-25,MMSBM,Recall,267,0.7164179104477612
2791,V-25,MMSBM,Precision,267,0.7999999998666667
2792,V-25,MMSBM,Accuracy,267,0.6875
2793,V-25,MMSBM,Recall,266,0.7671232876712328
2794,V-25,MMSBM,Precision,266,0.8615384614059173
2795,V-25,MMSBM,Accuracy,266,0.7361111111111112
2796,V-25,MMSBM,Recall,265,0.72
2797,V-25,MMSBM,Precision,265,0.7826086955387525
2798,V-25,MMSBM,Accuracy,265,0.7083333333333333
2799,V-25,MMSBM,Recall,264,0.6607142857142857
2800,V-25,MMSBM,Precision,264,0.7551020406622241
2801,V-25,MMSBM,Accuracy,264,0.7777777777777779
2802,V-25,MMSBM,Recall,269,0.7878787878787878
2803,V-25,MMSBM,Precision,269,0.82539682526581
2804,V-25,MMSBM,Accuracy,269,0.7222222222222221
2805,V-25,MMSBM,Recall,268,0.8194444444444444
2806,V-25,MMSBM,Precision,268,0.8428571427367347
2807,V-25,MMSBM,Accuracy,268,0.7430555555555556
2808,V-25,MMSBM,Recall,701,0.75
2809,V-25,MMSBM,Precision,701,0.8644067795145073
2810,V-25,MMSBM,Accuracy,701,0.763888888888889
2811,V-25,MMSBM,Recall,59,0.6545454545454545
2812,V-25,MMSBM,Precision,59,0.7826086954820416
2813,V-25,MMSBM,Accuracy,59,0.75
2814,V-25,MMSBM,Recall,58,0.6666666666666666
2815,V-25,MMSBM,Precision,58,0.754098360532115
2816,V-25,MMSBM,Accuracy,58,0.625
2817,V-25,MMSBM,Recall,55,0.7681159420289855
2818,V-25,MMSBM,Precision,55,0.8153846152591717
2819,V-25,MMSBM,Accuracy,55,0.6666666666666666
2820,V-25,MMSBM,Recall,54,0.78125
2821,V-25,MMSBM,Precision,54,0.7812499998779298
2822,V-25,MMSBM,Accuracy,54,0.7083333333333334
2823,V-25,MMSBM,Recall,57,0.5
2824,V-25,MMSBM,Precision,57,0.6818181815082645
2825,V-25,MMSBM,Accuracy,57,0.8333333333333333
2826,V-25,MMSBM,Recall,56,0.7808219178082192
2827,V-25,MMSBM,Precision,56,0.9047619046182918
2828,V-25,MMSBM,Accuracy,56,0.6944444444444444
2829,V-25,MMSBM,Recall,51,0.684931506849315
2830,V-25,MMSBM,Precision,51,0.8196721310131685
2831,V-25,MMSBM,Accuracy,51,0.6875000000000001
2832,V-25,MMSBM,Recall,258,0.8115942028985508
2833,V-25,MMSBM,Precision,258,0.8235294116435987
2834,V-25,MMSBM,Accuracy,258,0.7222222222222223
2835,V-25,MMSBM,Recall,53,0.7543859649122807
2836,V-25,MMSBM,Precision,53,0.781818181676033
2837,V-25,MMSBM,Accuracy,53,0.6874999999999999
2838,V-25,MMSBM,Recall,52,0.7076923076923077
2839,V-25,MMSBM,Precision,52,0.707692307583432
2840,V-25,MMSBM,Accuracy,52,0.6944444444444444
2841,V-25,MMSBM,Recall,537,0.6530612244897959
2842,V-25,MMSBM,Precision,537,0.7441860463385613
2843,V-25,MMSBM,Accuracy,537,0.7569444444444444
2844,V-25,MMSBM,Recall,536,0.6842105263157895
2845,V-25,MMSBM,Precision,536,0.7647058822029988
2846,V-25,MMSBM,Accuracy,536,0.7638888888888888
2847,V-25,MMSBM,Recall,535,0.8166666666666667
2848,V-25,MMSBM,Precision,535,0.8032786883929052
2849,V-25,MMSBM,Accuracy,535,0.7569444444444444
2850,V-25,MMSBM,Recall,63,0.5714285714285714
2851,V-25,MMSBM,Precision,63,0.6857142855183673
2852,V-25,MMSBM,Accuracy,63,0.7708333333333335
2853,V-25,MMSBM,Recall,533,0.7611940298507462
2854,V-25,MMSBM,Precision,533,0.8360655736334318
2855,V-25,MMSBM,Accuracy,533,0.75
2856,V-25,MMSBM,Recall,532,0.7924528301886793
2857,V-25,MMSBM,Precision,532,0.8076923075369823
2858,V-25,MMSBM,Accuracy,532,0.7708333333333333
2859,V-25,MMSBM,Recall,531,0.8163265306122449
2860,V-25,MMSBM,Precision,531,0.7843137253364091
2861,V-25,MMSBM,Accuracy,531,0.8055555555555556
2862,V-25,MMSBM,Recall,530,0.7586206896551724
2863,V-25,MMSBM,Precision,530,0.7999999998545454
2864,V-25,MMSBM,Accuracy,530,0.763888888888889
2865,V-25,MMSBM,Recall,539,0.82
2866,V-25,MMSBM,Precision,539,0.7592592591186557
2867,V-25,MMSBM,Accuracy,539,0.7569444444444444
2868,V-25,MMSBM,Recall,538,0.6853932584269663
2869,V-25,MMSBM,Precision,538,0.8970588233974914
2870,V-25,MMSBM,Accuracy,538,0.6875
2871,V-25,MMSBM,Recall,775,0.7903225806451613
2872,V-25,MMSBM,Precision,775,0.8032786883929052
2873,V-25,MMSBM,Accuracy,775,0.7430555555555556
2874,V-25,MMSBM,Recall,774,0.7090909090909091
2875,V-25,MMSBM,Precision,774,0.8297872338660027
2876,V-25,MMSBM,Accuracy,774,0.7638888888888888
2877,V-25,MMSBM,Recall,777,0.7454545454545455
2878,V-25,MMSBM,Precision,777,0.8039215684698193
2879,V-25,MMSBM,Accuracy,777,0.7847222222222223
2880,V-25,MMSBM,Recall,50,0.5526315789473685
2881,V-25,MMSBM,Precision,50,0.5999999998285714
2882,V-25,MMSBM,Accuracy,50,0.7847222222222222
2883,V-25,MMSBM,Recall,115,0.803030303030303
2884,V-25,MMSBM,Precision,115,0.8983050845935076
2885,V-25,MMSBM,Accuracy,115,0.7777777777777777
2886,V-25,MMSBM,Recall,252,0.7241379310344828
2887,V-25,MMSBM,Precision,252,0.7777777776337449
2888,V-25,MMSBM,Accuracy,252,0.763888888888889
2889,V-25,MMSBM,Recall,117,0.603448275862069
2890,V-25,MMSBM,Precision,117,0.6862745096693579
2891,V-25,MMSBM,Accuracy,117,0.6597222222222221
2892,V-25,MMSBM,Recall,116,0.7397260273972602
2893,V-25,MMSBM,Precision,116,0.7826086955387525
2894,V-25,MMSBM,Accuracy,116,0.6736111111111112
2895,V-25,MMSBM,Recall,111,0.7192982456140351
2896,V-25,MMSBM,Precision,111,0.7884615383099113
2897,V-25,MMSBM,Accuracy,111,0.7430555555555556
2898,V-25,MMSBM,Recall,110,0.8490566037735849
2899,V-25,MMSBM,Precision,110,0.749999999875
2900,V-25,MMSBM,Accuracy,110,0.7708333333333334
2901,V-25,MMSBM,Recall,113,0.7846153846153846
2902,V-25,MMSBM,Precision,113,0.822580645028616
2903,V-25,MMSBM,Accuracy,113,0.7430555555555555
2904,V-25,MMSBM,Recall,69,0.7230769230769231
2905,V-25,MMSBM,Precision,69,0.8103448274464923
2906,V-25,MMSBM,Accuracy,69,0.701388888888889
2907,V-25,MMSBM,Recall,771,0.8305084745762712
2908,V-25,MMSBM,Precision,771,0.830508474435507
2909,V-25,MMSBM,Accuracy,771,0.8194444444444444
2910,V-25,MMSBM,Recall,119,0.8412698412698413
2911,V-25,MMSBM,Precision,119,0.8412698411363063
2912,V-25,MMSBM,Accuracy,119,0.7708333333333333
2913,V-25,MMSBM,Recall,118,0.72
2914,V-25,MMSBM,Precision,118,0.8059701491334373
2915,V-25,MMSBM,Accuracy,118,0.6736111111111112
2916,V-25,MMSBM,Recall,770,0.5813953488372093
2917,V-25,MMSBM,Precision,770,0.62499999984375
2918,V-25,MMSBM,Accuracy,770,0.7291666666666666
2919,V-25,MMSBM,Recall,773,0.8
2920,V-25,MMSBM,Precision,773,0.7272727271404958
2921,V-25,MMSBM,Accuracy,773,0.7847222222222222
2922,V-25,MMSBM,Recall,772,0.7727272727272727
2923,V-25,MMSBM,Precision,772,0.7234042551652331
2924,V-25,MMSBM,Accuracy,772,0.8194444444444444
2925,V-25,MMSBM,Recall,429,0.7014925373134329
2926,V-25,MMSBM,Precision,429,0.7014925372087325
2927,V-25,MMSBM,Accuracy,429,0.625
2928,V-25,MMSBM,Recall,428,0.7741935483870968
2929,V-25,MMSBM,Precision,428,0.7868852457726417
2930,V-25,MMSBM,Accuracy,428,0.75
2931,V-25,MMSBM,Recall,534,0.6226415094339622
2932,V-25,MMSBM,Precision,534,0.6346153844933432
2933,V-25,MMSBM,Accuracy,534,0.736111111111111
2934,V-25,MMSBM,Recall,421,0.7
2935,V-25,MMSBM,Precision,421,0.7241379309096314
2936,V-25,MMSBM,Accuracy,421,0.6805555555555556
2937,V-25,MMSBM,Recall,420,0.7796610169491526
2938,V-25,MMSBM,Precision,420,0.79310344813912
2939,V-25,MMSBM,Accuracy,420,0.7847222222222222
2940,V-25,MMSBM,Recall,423,0.7758620689655172
2941,V-25,MMSBM,Precision,423,0.7894736840720221
2942,V-25,MMSBM,Accuracy,423,0.7430555555555556
2943,V-25,MMSBM,Recall,422,0.7213114754098361
2944,V-25,MMSBM,Precision,422,0.7586206895243758
2945,V-25,MMSBM,Accuracy,422,0.7222222222222222
2946,V-25,MMSBM,Recall,425,0.5961538461538461
2947,V-25,MMSBM,Precision,425,0.5961538460392012
2948,V-25,MMSBM,Accuracy,425,0.6527777777777779
2949,V-25,MMSBM,Recall,424,0.7666666666666667
2950,V-25,MMSBM,Precision,424,0.79310344813912
2951,V-25,MMSBM,Accuracy,424,0.75
2952,V-25,MMSBM,Recall,427,0.8043478260869565
2953,V-25,MMSBM,Precision,427,0.7399999998519999
2954,V-25,MMSBM,Accuracy,427,0.763888888888889
2955,V-25,MMSBM,Recall,426,0.75
2956,V-25,MMSBM,Precision,426,0.7636363634975206
2957,V-25,MMSBM,Accuracy,426,0.7500000000000001
2958,V-25,MMSBM,Recall,308,0.7560975609756098
2959,V-25,MMSBM,Precision,308,0.8732394364967269
2960,V-25,MMSBM,Accuracy,308,0.7361111111111112
2961,V-25,MMSBM,Recall,309,0.7647058823529411
2962,V-25,MMSBM,Precision,309,0.8387096772840791
2963,V-25,MMSBM,Accuracy,309,0.7222222222222222
2964,V-25,MMSBM,Recall,855,0.7543859649122807
2965,V-25,MMSBM,Precision,855,0.796296296148834
2966,V-25,MMSBM,Accuracy,855,0.763888888888889
2967,V-25,MMSBM,Recall,300,0.7777777777777778
2968,V-25,MMSBM,Precision,300,0.7636363634975206
2969,V-25,MMSBM,Accuracy,300,0.7569444444444445
2970,V-25,MMSBM,Recall,301,0.691358024691358
2971,V-25,MMSBM,Precision,301,0.8615384614059173
2972,V-25,MMSBM,Accuracy,301,0.625
2973,V-25,MMSBM,Recall,302,0.782608695652174
2974,V-25,MMSBM,Precision,302,0.885245901494222
2975,V-25,MMSBM,Accuracy,302,0.7222222222222222
2976,V-25,MMSBM,Recall,303,0.7183098591549296
2977,V-25,MMSBM,Precision,303,0.7846153844946746
2978,V-25,MMSBM,Accuracy,303,0.7083333333333333
2979,V-25,MMSBM,Recall,304,0.7846153846153846
2980,V-25,MMSBM,Precision,304,0.6799999999093334
2981,V-25,MMSBM,Accuracy,304,0.6666666666666666
2982,V-25,MMSBM,Recall,305,0.6666666666666666
2983,V-25,MMSBM,Precision,305,0.7719298244259772
2984,V-25,MMSBM,Accuracy,305,0.6736111111111112
2985,V-25,MMSBM,Recall,306,0.6222222222222222
2986,V-25,MMSBM,Precision,306,0.6511627905462412
2987,V-25,MMSBM,Accuracy,306,0.7361111111111112
2988,V-25,MMSBM,Recall,307,0.7761194029850746
2989,V-25,MMSBM,Precision,307,0.7428571427510204
2990,V-25,MMSBM,Accuracy,307,0.7152777777777778
2991,V-25,MMSBM,Recall,825,0.7419354838709677
2992,V-25,MMSBM,Precision,825,0.7796610168170066
2993,V-25,MMSBM,Accuracy,825,0.7361111111111112
2994,V-25,MMSBM,Recall,824,0.7413793103448276
2995,V-25,MMSBM,Precision,824,0.7543859647799322
2996,V-25,MMSBM,Accuracy,824,0.8194444444444444
2997,V-25,MMSBM,Recall,827,0.7058823529411765
2998,V-25,MMSBM,Precision,827,0.8135593218960069
2999,V-25,MMSBM,Accuracy,827,0.673611111111111
3000,V-25,MMSBM,Recall,847,0.7352941176470589
3001,V-25,MMSBM,Precision,847,0.8620689653686088
3002,V-25,MMSBM,Accuracy,847,0.7291666666666666
3003,V-25,MMSBM,Recall,846,0.803030303030303
3004,V-25,MMSBM,Precision,846,0.8833333331861111
3005,V-25,MMSBM,Accuracy,846,0.7708333333333334
3006,V-25,MMSBM,Recall,845,0.6551724137931034
3007,V-25,MMSBM,Precision,845,0.9047619046182918
3008,V-25,MMSBM,Accuracy,845,0.638888888888889
3009,V-25,MMSBM,Recall,372,0.5869565217391305
3010,V-25,MMSBM,Precision,372,0.8181818179338842
3011,V-25,MMSBM,Accuracy,372,0.8125
3012,V-25,MMSBM,Recall,843,0.7666666666666667
3013,V-25,MMSBM,Precision,843,0.8679245281381275
3014,V-25,MMSBM,Accuracy,843,0.7638888888888888
3015,V-25,MMSBM,Recall,842,0.7794117647058824
3016,V-25,MMSBM,Precision,842,0.8412698411363063
3017,V-25,MMSBM,Accuracy,842,0.7361111111111112
3018,V-25,MMSBM,Recall,841,0.7169811320754716
3019,V-25,MMSBM,Precision,841,0.759999999848
3020,V-25,MMSBM,Accuracy,841,0.7569444444444445
3021,V-25,MMSBM,Recall,840,0.6933333333333334
3022,V-25,MMSBM,Precision,840,0.7999999998769232
3023,V-25,MMSBM,Accuracy,840,0.6597222222222222
3024,V-25,MMSBM,Recall,821,0.8333333333333334
3025,V-25,MMSBM,Precision,821,0.9183673467513536
3026,V-25,MMSBM,Accuracy,821,0.8680555555555556
3027,V-25,MMSBM,Recall,853,0.8405797101449275
3028,V-25,MMSBM,Precision,853,0.8656716416618402
3029,V-25,MMSBM,Accuracy,853,0.7083333333333333
3030,V-25,MMSBM,Recall,849,0.78125
3031,V-25,MMSBM,Precision,849,0.8333333331944445
3032,V-25,MMSBM,Accuracy,849,0.7638888888888888
3033,V-25,MMSBM,Recall,374,0.75
3034,V-25,MMSBM,Precision,374,0.7894736840720221
3035,V-25,MMSBM,Accuracy,374,0.736111111111111
3036,V-25,MMSBM,Recall,823,0.7466666666666667
3037,V-25,MMSBM,Precision,823,0.8749999998632814
3038,V-25,MMSBM,Accuracy,823,0.7569444444444445
3039,V-25,MMSBM,Recall,822,0.6379310344827587
3040,V-25,MMSBM,Precision,822,0.7254901959361784
3041,V-25,MMSBM,Accuracy,822,0.6944444444444444
3042,V-25,MMSBM,Recall,753,0.7407407407407407
3043,V-25,MMSBM,Precision,753,0.7692307690828403
3044,V-25,MMSBM,Accuracy,753,0.736111111111111
3045,V-25,MMSBM,Recall,569,0.7833333333333333
3046,V-25,MMSBM,Precision,569,0.7460317459133283
3047,V-25,MMSBM,Accuracy,569,0.7569444444444445
3048,V-25,MMSBM,Recall,751,0.7692307692307693
3049,V-25,MMSBM,Precision,751,0.8474576269750071
3050,V-25,MMSBM,Accuracy,751,0.7291666666666666
3051,V-25,MMSBM,Recall,750,0.6666666666666666
3052,V-25,MMSBM,Precision,750,0.6521739129017013
3053,V-25,MMSBM,Accuracy,750,0.7777777777777777
3054,V-25,MMSBM,Recall,757,0.7272727272727273
3055,V-25,MMSBM,Precision,757,0.7441860463385613
3056,V-25,MMSBM,Accuracy,757,0.7916666666666666
3057,V-25,MMSBM,Recall,508,0.7727272727272727
3058,V-25,MMSBM,Precision,508,0.7083333331857639
3059,V-25,MMSBM,Accuracy,508,0.7638888888888888
3060,V-25,MMSBM,Recall,755,0.7023809523809523
3061,V-25,MMSBM,Precision,755,0.8805970147939408
3062,V-25,MMSBM,Accuracy,755,0.6388888888888888
3063,V-25,MMSBM,Recall,754,0.673469387755102
3064,V-25,MMSBM,Precision,754,0.6734693876176593
3065,V-25,MMSBM,Accuracy,754,0.75
3066,V-25,MMSBM,Recall,560,0.8
3067,V-25,MMSBM,Precision,560,0.8524590162536952
3068,V-25,MMSBM,Accuracy,560,0.7638888888888888
3069,V-25,MMSBM,Recall,561,0.7254901960784313
3070,V-25,MMSBM,Precision,561,0.7254901959361784
3071,V-25,MMSBM,Accuracy,561,0.7777777777777778
3072,V-25,MMSBM,Recall,562,0.8135593220338984
3073,V-25,MMSBM,Precision,562,0.7999999998666667
3074,V-25,MMSBM,Accuracy,562,0.8055555555555556
3075,V-25,MMSBM,Recall,563,0.7258064516129032
3076,V-25,MMSBM,Precision,563,0.7758620688317479
3077,V-25,MMSBM,Accuracy,563,0.7569444444444445
3078,V-25,MMSBM,Recall,564,0.8548387096774194
3079,V-25,MMSBM,Precision,564,0.8153846152591717
3080,V-25,MMSBM,Accuracy,564,0.7916666666666667
3081,V-25,MMSBM,Recall,565,0.7833333333333333
3082,V-25,MMSBM,Precision,565,0.734374999885254
3083,V-25,MMSBM,Accuracy,565,0.7708333333333334
3084,V-25,MMSBM,Recall,566,0.7741935483870968
3085,V-25,MMSBM,Precision,566,0.7999999998666667
3086,V-25,MMSBM,Accuracy,566,0.7152777777777778
3087,V-25,MMSBM,Recall,567,0.875
3088,V-25,MMSBM,Precision,567,0.8076923075887574
3089,V-25,MMSBM,Accuracy,567,0.7500000000000001
3090,V-25,MMSBM,Recall,739,0.8
3091,V-25,MMSBM,Precision,739,0.8727272725685951
3092,V-25,MMSBM,Accuracy,739,0.8194444444444444
3093,V-25,MMSBM,Recall,229,0.8169014084507042
3094,V-25,MMSBM,Precision,229,0.8787878786547292
3095,V-25,MMSBM,Accuracy,229,0.7569444444444445
3096,V-25,MMSBM,Recall,228,0.631578947368421
3097,V-25,MMSBM,Precision,228,0.705882352733564
3098,V-25,MMSBM,Accuracy,228,0.7569444444444444
3099,V-25,MMSBM,Recall,227,0.8360655737704918
3100,V-25,MMSBM,Precision,227,0.879310344675981
3101,V-25,MMSBM,Accuracy,227,0.7708333333333334
3102,V-25,MMSBM,Recall,226,0.8051948051948052
3103,V-25,MMSBM,Precision,226,0.8732394364967269
3104,V-25,MMSBM,Accuracy,226,0.7361111111111112
3105,V-25,MMSBM,Recall,225,0.6461538461538462
3106,V-25,MMSBM,Precision,225,0.7368421051338874
3107,V-25,MMSBM,Accuracy,225,0.638888888888889
3108,V-25,MMSBM,Recall,224,0.7424242424242424
3109,V-25,MMSBM,Precision,224,0.8448275860612366
3110,V-25,MMSBM,Accuracy,224,0.6875
3111,V-25,MMSBM,Recall,223,0.7432432432432432
3112,V-25,MMSBM,Precision,223,0.8333333332070708
3113,V-25,MMSBM,Accuracy,223,0.6875
3114,V-25,MMSBM,Recall,222,0.7027027027027027
3115,V-25,MMSBM,Precision,222,0.812499999873047
3116,V-25,MMSBM,Accuracy,222,0.6458333333333334
3117,V-25,MMSBM,Recall,221,0.8518518518518519
3118,V-25,MMSBM,Precision,221,0.7666666665388889
3119,V-25,MMSBM,Accuracy,221,0.7916666666666666
3120,V-25,MMSBM,Recall,220,0.7619047619047619
3121,V-25,MMSBM,Precision,220,0.8135593218960069
3122,V-25,MMSBM,Accuracy,220,0.7083333333333334
3123,V-25,MMSBM,Recall,114,0.7096774193548387
3124,V-25,MMSBM,Precision,114,0.733333333211111
3125,V-25,MMSBM,Accuracy,114,0.6527777777777778
3126,V-25,MMSBM,Recall,391,0.6808510638297872
3127,V-25,MMSBM,Precision,391,0.6956521737618148
3128,V-25,MMSBM,Accuracy,391,0.7222222222222223
3129,V-25,MMSBM,Recall,726,0.7592592592592593
3130,V-25,MMSBM,Precision,726,0.8039215684698193
3131,V-25,MMSBM,Accuracy,726,0.8194444444444444
3132,V-25,MMSBM,Recall,727,0.5818181818181818
3133,V-25,MMSBM,Precision,727,0.5925925924828532
3134,V-25,MMSBM,Accuracy,727,0.638888888888889
3135,V-25,MMSBM,Recall,724,0.75
3136,V-25,MMSBM,Precision,724,0.7758620688317479
3137,V-25,MMSBM,Accuracy,724,0.7430555555555556
3138,V-25,MMSBM,Recall,390,0.7741935483870968
3139,V-25,MMSBM,Precision,390,0.7619047617838246
3140,V-25,MMSBM,Accuracy,390,0.7222222222222222
3141,V-25,MMSBM,Recall,722,0.72
3142,V-25,MMSBM,Precision,722,0.7199999998559999
3143,V-25,MMSBM,Accuracy,722,0.7361111111111112
3144,V-25,MMSBM,Recall,723,0.8253968253968254
3145,V-25,MMSBM,Precision,723,0.8524590162536952
3146,V-25,MMSBM,Accuracy,723,0.75
3147,V-25,MMSBM,Recall,720,0.864406779661017
3148,V-25,MMSBM,Precision,720,0.8499999998583333
3149,V-25,MMSBM,Accuracy,720,0.7847222222222222
3150,V-25,MMSBM,Recall,721,0.7169811320754716
3151,V-25,MMSBM,Precision,721,0.7307692306286983
3152,V-25,MMSBM,Accuracy,721,0.7708333333333334
3153,V-25,MMSBM,Recall,728,0.6744186046511628
3154,V-25,MMSBM,Precision,728,0.72499999981875
3155,V-25,MMSBM,Accuracy,728,0.7708333333333333
3156,V-25,MMSBM,Recall,729,0.765625
3157,V-25,MMSBM,Precision,729,0.8032786883929052
3158,V-25,MMSBM,Accuracy,729,0.7083333333333334
3159,V-25,MMSBM,Recall,151,0.7567567567567568
3160,V-25,MMSBM,Precision,151,0.8484848483562902
3161,V-25,MMSBM,Accuracy,151,0.7083333333333333
3162,V-25,MMSBM,Recall,150,0.6575342465753424
3163,V-25,MMSBM,Precision,150,0.8275862067538644
3164,V-25,MMSBM,Accuracy,150,0.7083333333333334
3165,V-25,MMSBM,Recall,153,0.7894736842105263
3166,V-25,MMSBM,Precision,153,0.8181818180330578
3167,V-25,MMSBM,Accuracy,153,0.7777777777777778
3168,V-25,MMSBM,Recall,152,0.704225352112676
3169,V-25,MMSBM,Precision,152,0.8196721310131685
3170,V-25,MMSBM,Accuracy,152,0.6805555555555556
3171,V-25,MMSBM,Recall,155,0.6792452830188679
3172,V-25,MMSBM,Precision,155,0.74999999984375
3173,V-25,MMSBM,Accuracy,155,0.7222222222222223
3174,V-25,MMSBM,Recall,154,0.803921568627451
3175,V-25,MMSBM,Precision,154,0.8541666664887153
3176,V-25,MMSBM,Accuracy,154,0.8333333333333335
3177,V-25,MMSBM,Recall,157,0.6666666666666666
3178,V-25,MMSBM,Precision,157,0.7307692306286983
3179,V-25,MMSBM,Accuracy,157,0.7013888888888888
3180,V-25,MMSBM,Recall,156,0.8448275862068966
3181,V-25,MMSBM,Precision,156,0.8166666665305555
3182,V-25,MMSBM,Accuracy,156,0.7777777777777778
3183,V-25,MMSBM,Recall,159,0.7424242424242424
